true_ko	rank_pearson	rank_revpert	cell	cell_line	seed	alpha_star	n_catalog
HNRNPU	22	15	k562	K562	1	0.36152923107147217	1086
DAD1	22	22	k562	K562	1	0.36152923107147217	1086
MRPS18A	5	5	k562	K562	1	0.36152923107147217	1086
POLD2	29	13	k562	K562	1	0.36152923107147217	1086
HGS	95	66	k562	K562	1	0.36152923107147217	1086
UTP3	68	72	k562	K562	1	0.36152923107147217	1086
CENPC	15	9	k562	K562	1	0.36152923107147217	1086
RRP7A	32	34	k562	K562	1	0.36152923107147217	1086
NELFA	1	1	k562	K562	1	0.36152923107147217	1086
RRN3	52	43	k562	K562	1	0.36152923107147217	1086
PSMA6	19	16	k562	K562	1	0.36152923107147217	1086
TBL3	93	70	k562	K562	1	0.36152923107147217	1086
CWC22	182	139	k562	K562	1	0.36152923107147217	1086
PWP2	72	36	k562	K562	1	0.36152923107147217	1086
PRPF31	23	2	k562	K562	1	0.36152923107147217	1086
EIF3G	7	2	k562	K562	1	0.36152923107147217	1086
PGPEP1	67	64	k562	K562	1	0.36152923107147217	1086
OPA1	82	84	k562	K562	1	0.36152923107147217	1086
EXOC7	55	36	k562	K562	1	0.36152923107147217	1086
BMS1	77	83	k562	K562	1	0.36152923107147217	1086
RRP12	13	12	rpe1	RPE1	1	0.41910871863365173	1534
NAA20	980	565	rpe1	RPE1	1	0.41910871863365173	1534
GPS2	437	458	rpe1	RPE1	1	0.41910871863365173	1534
MEN1	131	93	rpe1	RPE1	1	0.41910871863365173	1534
PGAM5	230	479	rpe1	RPE1	1	0.41910871863365173	1534
TFAM	14	10	rpe1	RPE1	1	0.41910871863365173	1534
NOLC1	29	12	rpe1	RPE1	1	0.41910871863365173	1534
PRC1	81	61	rpe1	RPE1	1	0.41910871863365173	1534
PSTK	183	146	rpe1	RPE1	1	0.41910871863365173	1534
CCDC78	911	688	rpe1	RPE1	1	0.41910871863365173	1534
CAMLG	277	163	rpe1	RPE1	1	0.41910871863365173	1534
DCTN3	456	286	rpe1	RPE1	1	0.41910871863365173	1534
FOLR3	148	53	rpe1	RPE1	1	0.41910871863365173	1534
WDTC1	1031	1029	rpe1	RPE1	1	0.41910871863365173	1534
PPP6C	264	59	rpe1	RPE1	1	0.41910871863365173	1534
GTF3C2	60	2	rpe1	RPE1	1	0.41910871863365173	1534
UBR4	697	1022	rpe1	RPE1	1	0.41910871863365173	1534
PTEN	874	658	rpe1	RPE1	1	0.41910871863365173	1534
MYBBP1A	34	13	rpe1	RPE1	1	0.41910871863365173	1534
ZBTB14	4	7	rpe1	RPE1	1	0.41910871863365173	1534
KARS	40	3	rpe1	RPE1	1	0.41910871863365173	1534
HSPA9	345	49	rpe1	RPE1	1	0.41910871863365173	1534
MCM3	19	27	rpe1	RPE1	1	0.41910871863365173	1534
DDX47	2	3	rpe1	RPE1	1	0.41910871863365173	1534
GPS1	89	8	rpe1	RPE1	1	0.41910871863365173	1534
LMO2	720	569	rpe1	RPE1	1	0.41910871863365173	1534
LTBP4	496	459	rpe1	RPE1	1	0.41910871863365173	1534
FAM136A	205	518	rpe1	RPE1	1	0.41910871863365173	1534
SERF2	663	443	rpe1	RPE1	1	0.41910871863365173	1534
METTL21A	3	14	rpe1	RPE1	1	0.41910871863365173	1534
MYBL2	202	171	rpe1	RPE1	1	0.41910871863365173	1534
RFC2	4	4	rpe1	RPE1	1	0.41910871863365173	1534
CPSF3	484	16	rpe1	RPE1	1	0.41910871863365173	1534
VPS25	238	129	rpe1	RPE1	1	0.41910871863365173	1534
DERL2	86	216	rpe1	RPE1	1	0.41910871863365173	1534
PUF60	732	879	rpe1	RPE1	1	0.41910871863365173	1534
EMC7	503	656	rpe1	RPE1	1	0.41910871863365173	1534
CIAO1	102	69	rpe1	RPE1	1	0.41910871863365173	1534
PRRC2A	232	55	rpe1	RPE1	1	0.41910871863365173	1534
COG2	415	394	rpe1	RPE1	1	0.41910871863365173	1534
GAR1	23	6	rpe1	RPE1	1	0.41910871863365173	1534
THOC3	20	3	rpe1	RPE1	1	0.41910871863365173	1534
HARS	22	12	rpe1	RPE1	1	0.41910871863365173	1534
ATP6V1D	22	197	rpe1	RPE1	1	0.41910871863365173	1534
EFTUD2	7	10	rpe1	RPE1	1	0.41910871863365173	1534
PCBP2	623	395	rpe1	RPE1	1	0.41910871863365173	1534
SAMD4B	1357	885	rpe1	RPE1	1	0.41910871863365173	1534
SNRNP200	15	11	rpe1	RPE1	1	0.41910871863365173	1534
MOB4	174	491	rpe1	RPE1	1	0.41910871863365173	1534
UPF3A	801	465	rpe1	RPE1	1	0.41910871863365173	1534
TMEM214	914	656	rpe1	RPE1	1	0.41910871863365173	1534
PLK4	507	172	rpe1	RPE1	1	0.41910871863365173	1534
RBM10	296	343	rpe1	RPE1	1	0.41910871863365173	1534
CHD4	50	578	rpe1	RPE1	1	0.41910871863365173	1534
UROD	674	565	rpe1	RPE1	1	0.41910871863365173	1534
TOMM20	24	13	rpe1	RPE1	1	0.41910871863365173	1534
GTF2E2	7	5	rpe1	RPE1	1	0.41910871863365173	1534
SARS2	689	611	rpe1	RPE1	1	0.41910871863365173	1534
PAF1	451	21	rpe1	RPE1	1	0.41910871863365173	1534
TUBGCP4	107	17	rpe1	RPE1	1	0.41910871863365173	1534
CASC3	114	139	rpe1	RPE1	1	0.41910871863365173	1534
TRAPPC3	799	524	rpe1	RPE1	1	0.41910871863365173	1534
PPP2CA	371	30	rpe1	RPE1	1	0.41910871863365173	1534
TTK	3	2	rpe1	RPE1	1	0.41910871863365173	1534
MCMBP	873	413	rpe1	RPE1	1	0.41910871863365173	1534
PRDM10	72	108	rpe1	RPE1	1	0.41910871863365173	1534
KDM6A	853	671	rpe1	RPE1	1	0.41910871863365173	1534
INTS8	1237	267	rpe1	RPE1	1	0.41910871863365173	1534
GTF3C4	170	57	rpe1	RPE1	1	0.41910871863365173	1534
UBR5	480	547	rpe1	RPE1	1	0.41910871863365173	1534
CDT1	143	47	rpe1	RPE1	1	0.41910871863365173	1534
NKAPD1	221	153	rpe1	RPE1	1	0.41910871863365173	1534
RBM12	1189	1017	rpe1	RPE1	1	0.41910871863365173	1534
CSE1L	554	2	rpe1	RPE1	1	0.41910871863365173	1534
DHX9	808	767	rpe1	RPE1	1	0.41910871863365173	1534
ATP5PO	267	195	rpe1	RPE1	1	0.41910871863365173	1534
ORC6	100	18	rpe1	RPE1	1	0.41910871863365173	1534
TAF13	157	70	rpe1	RPE1	1	0.41910871863365173	1534
XPO1	668	181	rpe1	RPE1	1	0.41910871863365173	1534
UFL1	255	199	rpe1	RPE1	1	0.41910871863365173	1534
RPA3	6	5	rpe1	RPE1	1	0.41910871863365173	1534
POP4	3	2	rpe1	RPE1	1	0.41910871863365173	1534
SYF2	28	3	rpe1	RPE1	1	0.41910871863365173	1534
HYOU1	57	44	rpe1	RPE1	1	0.41910871863365173	1534
SNRPA1	7	4	rpe1	RPE1	1	0.41910871863365173	1534
TXNL4B	222	40	rpe1	RPE1	1	0.41910871863365173	1534
THAP11	247	178	rpe1	RPE1	1	0.41910871863365173	1534
NUP98	126	10	rpe1	RPE1	1	0.41910871863365173	1534
POLR2F	69	29	rpe1	RPE1	1	0.41910871863365173	1534
GTF2A1	173	75	rpe1	RPE1	1	0.41910871863365173	1534
COPS6	682	551	rpe1	RPE1	1	0.41910871863365173	1534
SPC24	431	117	rpe1	RPE1	1	0.41910871863365173	1534
SDHAF2	311	193	rpe1	RPE1	1	0.41910871863365173	1534
NUDT15	467	164	rpe1	RPE1	1	0.41910871863365173	1534
RPL32	37	25	rpe1	RPE1	1	0.41910871863365173	1534
TPT1	955	824	rpe1	RPE1	1	0.41910871863365173	1534
CEP192	153	45	rpe1	RPE1	1	0.41910871863365173	1534
EIF6	164	71	rpe1	RPE1	1	0.41910871863365173	1534
UBQLN4	46	23	rpe1	RPE1	1	0.41910871863365173	1534
C9orf78	390	311	rpe1	RPE1	1	0.41910871863365173	1534
ZNF207	326	61	rpe1	RPE1	1	0.41910871863365173	1534
NELFB	594	11	rpe1	RPE1	1	0.41910871863365173	1534
HSPH1	1228	499	rpe1	RPE1	1	0.41910871863365173	1534
MAD2L2	760	580	rpe1	RPE1	1	0.41910871863365173	1534
ZC3H18	1202	879	rpe1	RPE1	1	0.41910871863365173	1534
ZFC3H1	2	3	rpe1	RPE1	1	0.41910871863365173	1534
MBTPS2	134	155	rpe1	RPE1	1	0.41910871863365173	1534
MFN2	194	62	rpe1	RPE1	1	0.41910871863365173	1534
POP7	51	62	rpe1	RPE1	1	0.41910871863365173	1534
NCKAP1	882	659	rpe1	RPE1	1	0.41910871863365173	1534
HSPE1	64	23	rpe1	RPE1	1	0.41910871863365173	1534
MAD2L1	616	470	rpe1	RPE1	1	0.41910871863365173	1534
TADA2B	2	2	rpe1	RPE1	1	0.41910871863365173	1534
COPS3	93	9	rpe1	RPE1	1	0.41910871863365173	1534
TEFM	35	57	rpe1	RPE1	1	0.41910871863365173	1534
CNOT3	74	9	rpe1	RPE1	1	0.41910871863365173	1534
INTS14	355	223	rpe1	RPE1	1	0.41910871863365173	1534
SURF6	6	1	rpe1	RPE1	1	0.41910871863365173	1534
SP1	421	326	rpe1	RPE1	1	0.41910871863365173	1534
POLR2B	12	1	rpe1	RPE1	1	0.41910871863365173	1534
CUL7	5	2	rpe1	RPE1	1	0.41910871863365173	1534
TIMM22	210	454	rpe1	RPE1	1	0.41910871863365173	1534
GINS4	22	21	rpe1	RPE1	1	0.41910871863365173	1534
RPL21	14	18	rpe1	RPE1	1	0.41910871863365173	1534
EIF2S1	1	2	rpe1	RPE1	1	0.41910871863365173	1534
PIAS4	592	25	rpe1	RPE1	1	0.41910871863365173	1534
TTC4	617	443	rpe1	RPE1	1	0.41910871863365173	1534
GSK3B	229	202	rpe1	RPE1	1	0.41910871863365173	1534
ANKRD49	60	42	rpe1	RPE1	1	0.41910871863365173	1534
SNUPN	356	77	rpe1	RPE1	1	0.41910871863365173	1534
EEF1G	22	4	rpe1	RPE1	1	0.41910871863365173	1534
HSP90B1	445	398	rpe1	RPE1	1	0.41910871863365173	1534
RPS15	26	15	rpe1	RPE1	1	0.41910871863365173	1534
TCERG1	883	102	rpe1	RPE1	1	0.41910871863365173	1534
ILF2	121	5	rpe1	RPE1	1	0.41910871863365173	1534
PSMC3	14	15	rpe1	RPE1	1	0.41910871863365173	1534
ELP5	109	80	rpe1	RPE1	1	0.41910871863365173	1534
SNAPC5	4	22	rpe1	RPE1	1	0.41910871863365173	1534
ZNF143	858	241	rpe1	RPE1	1	0.41910871863365173	1534
NDUFAB1	823	414	rpe1	RPE1	1	0.41910871863365173	1534
FAF2	765	668	rpe1	RPE1	1	0.41910871863365173	1534
HERC1	54	24	rpe1	RPE1	1	0.41910871863365173	1534
PKM	899	787	rpe1	RPE1	1	0.41910871863365173	1534
TNRC6A	745	842	rpe1	RPE1	1	0.41910871863365173	1534
CSNK2B	1335	830	rpe1	RPE1	1	0.41910871863365173	1534
ZW10	773	672	rpe1	RPE1	1	0.41910871863365173	1534
YPEL5	1174	1074	rpe1	RPE1	1	0.41910871863365173	1534
TSEN2	46	24	rpe1	RPE1	1	0.41910871863365173	1534
SLU7	12	6	rpe1	RPE1	1	0.41910871863365173	1534
COMTD1	431	356	rpe1	RPE1	1	0.41910871863365173	1534
TBPL1	638	719	rpe1	RPE1	1	0.41910871863365173	1534
YJEFN3	154	26	rpe1	RPE1	1	0.41910871863365173	1534
MED18	47	55	rpe1	RPE1	1	0.41910871863365173	1534
MPHOSPH10	62	42	rpe1	RPE1	1	0.41910871863365173	1534
EFR3A	968	732	rpe1	RPE1	1	0.41910871863365173	1534
GRSF1	207	56	rpe1	RPE1	1	0.41910871863365173	1534
EXOC2	331	286	rpe1	RPE1	1	0.41910871863365173	1534
ZNHIT3	234	157	rpe1	RPE1	1	0.41910871863365173	1534
CDC5L	23	11	rpe1	RPE1	1	0.41910871863365173	1534
WDR77	1	15	rpe1	RPE1	1	0.41910871863365173	1534
ZWINT	56	93	rpe1	RPE1	1	0.41910871863365173	1534
EIF3D	138	5	rpe1	RPE1	1	0.41910871863365173	1534
BDP1	35	2	rpe1	RPE1	1	0.41910871863365173	1534
RRN3	148	120	rpe1	RPE1	1	0.41910871863365173	1534
CSTF3	451	139	rpe1	RPE1	1	0.41910871863365173	1534
CHERP	970	233	rpe1	RPE1	1	0.41910871863365173	1534
LSM3	26	36	rpe1	RPE1	1	0.41910871863365173	1534
PNKP	333	304	rpe1	RPE1	1	0.41910871863365173	1534
XRCC3	533	213	rpe1	RPE1	1	0.41910871863365173	1534
UBA52	1	1	rpe1	RPE1	1	0.41910871863365173	1534
WDR4	818	471	rpe1	RPE1	1	0.41910871863365173	1534
ORC3	517	675	rpe1	RPE1	1	0.41910871863365173	1534
TUBB	594	67	rpe1	RPE1	1	0.41910871863365173	1534
RNMT	16	27	rpe1	RPE1	1	0.41910871863365173	1534
RPL38	20	21	rpe1	RPE1	1	0.41910871863365173	1534
MCM5	34	46	rpe1	RPE1	1	0.41910871863365173	1534
ARPC2	236	229	rpe1	RPE1	1	0.41910871863365173	1534
CRCP	838	720	rpe1	RPE1	1	0.41910871863365173	1534
RPL15	112	75	rpe1	RPE1	1	0.41910871863365173	1534
NAA25	498	262	rpe1	RPE1	1	0.41910871863365173	1534
ACTR8	655	248	rpe1	RPE1	1	0.41910871863365173	1534
TUBD1	249	224	rpe1	RPE1	1	0.41910871863365173	1534
POLR3H	308	119	rpe1	RPE1	1	0.41910871863365173	1534
INO80D	488	262	rpe1	RPE1	1	0.41910871863365173	1534
PRPF39	344	220	rpe1	RPE1	1	0.41910871863365173	1534
DDX20	18	160	rpe1	RPE1	1	0.41910871863365173	1534
GNL3	316	100	rpe1	RPE1	1	0.41910871863365173	1534
WDR25	74	59	rpe1	RPE1	1	0.41910871863365173	1534
TRAPPC1	476	220	rpe1	RPE1	1	0.41910871863365173	1534
SLC35G2	157	84	rpe1	RPE1	1	0.41910871863365173	1534
SRRT	616	72	rpe1	RPE1	1	0.41910871863365173	1534
ELP2	275	334	rpe1	RPE1	1	0.41910871863365173	1534
KTI12	344	198	rpe1	RPE1	1	0.41910871863365173	1534
TEX10	121	22	rpe1	RPE1	1	0.41910871863365173	1534
UQCRQ	1033	894	rpe1	RPE1	1	0.41910871863365173	1534
NSA2	2	3	rpe1	RPE1	1	0.41910871863365173	1534
MIOS	156	47	rpe1	RPE1	1	0.41910871863365173	1534
NPM1	454	385	rpe1	RPE1	1	0.41910871863365173	1534
GYG1	635	435	rpe1	RPE1	1	0.41910871863365173	1534
YY1	72	294	rpe1	RPE1	1	0.41910871863365173	1534
PSMD8	49	36	rpe1	RPE1	1	0.41910871863365173	1534
PRELID1	31	25	rpe1	RPE1	1	0.41910871863365173	1534
WDR5	3	15	rpe1	RPE1	1	0.41910871863365173	1534
ZBTB44	1078	971	rpe1	RPE1	1	0.41910871863365173	1534
GET3	210	119	rpe1	RPE1	1	0.41910871863365173	1534
RAB4B	483	290	rpe1	RPE1	1	0.41910871863365173	1534
GTF2H4	2	10	rpe1	RPE1	1	0.41910871863365173	1534
DDX27	158	104	rpe1	RPE1	1	0.41910871863365173	1534
GLE1	517	155	rpe1	RPE1	1	0.41910871863365173	1534
LAMTOR4	307	224	rpe1	RPE1	1	0.41910871863365173	1534
DESI1	434	89	rpe1	RPE1	1	0.41910871863365173	1534
RRM2	863	646	rpe1	RPE1	1	0.41910871863365173	1534
C12orf60	36	106	rpe1	RPE1	1	0.41910871863365173	1534
RPS18	12	6	rpe1	RPE1	1	0.41910871863365173	1534
SMAGP	473	547	rpe1	RPE1	1	0.41910871863365173	1534
PHB2	55	44	rpe1	RPE1	1	0.41910871863365173	1534
RPP14	46	25	rpe1	RPE1	1	0.41910871863365173	1534
RNF40	14	3	rpe1	RPE1	1	0.41910871863365173	1534
INTS2	1215	525	rpe1	RPE1	1	0.41910871863365173	1534
UBE2N	503	454	rpe1	RPE1	1	0.41910871863365173	1534
NBAS	269	44	rpe1	RPE1	1	0.41910871863365173	1534
RPL13	12	22	rpe1	RPE1	1	0.41910871863365173	1534
UHRF1	33	60	rpe1	RPE1	1	0.41910871863365173	1534
MED29	27	3	rpe1	RPE1	1	0.41910871863365173	1534
MVD	786	23	rpe1	RPE1	1	0.41910871863365173	1534
PRPF8	52	28	rpe1	RPE1	1	0.41910871863365173	1534
HBS1L	33	27	rpe1	RPE1	1	0.41910871863365173	1534
U2SURP	85	45	rpe1	RPE1	1	0.41910871863365173	1534
RPS14	13	10	rpe1	RPE1	1	0.41910871863365173	1534
DYNLL2	430	304	rpe1	RPE1	1	0.41910871863365173	1534
HEXIM1	56	21	rpe1	RPE1	1	0.41910871863365173	1534
AHCTF1	73	15	rpe1	RPE1	1	0.41910871863365173	1534
TAF6	3	1	rpe1	RPE1	1	0.41910871863365173	1534
ZCRB1	51	137	rpe1	RPE1	1	0.41910871863365173	1534
H2AFZ	1359	1157	rpe1	RPE1	1	0.41910871863365173	1534
HTATSF1	300	250	rpe1	RPE1	1	0.41910871863365173	1534
CDAN1	739	751	rpe1	RPE1	1	0.41910871863365173	1534
TTC27	11	3	rpe1	RPE1	1	0.41910871863365173	1534
NLE1	48	35	rpe1	RPE1	1	0.41910871863365173	1534
BRK1	694	132	rpe1	RPE1	1	0.41910871863365173	1534
CHTF18	217	238	rpe1	RPE1	1	0.41910871863365173	1534
CDCA5	15	15	rpe1	RPE1	1	0.41910871863365173	1534
PITRM1	82	34	rpe1	RPE1	1	0.41910871863365173	1534
GTF3C3	1373	1103	rpe1	RPE1	1	0.41910871863365173	1534
POP5	48	31	rpe1	RPE1	1	0.41910871863365173	1534
WARS	141	163	rpe1	RPE1	1	0.41910871863365173	1534
FBRSL1	198	104	rpe1	RPE1	1	0.41910871863365173	1534
SP2	856	850	rpe1	RPE1	1	0.41910871863365173	1534
SMG5	9	3	rpe1	RPE1	1	0.41910871863365173	1534
RBBP5	1036	513	rpe1	RPE1	1	0.41910871863365173	1534
IMPA2	29	50	rpe1	RPE1	1	0.41910871863365173	1534
FTSJ3	21	20	rpe1	RPE1	1	0.41910871863365173	1534
GABPA	438	22	rpe1	RPE1	1	0.41910871863365173	1534
LRPPRC	2	2	rpe1	RPE1	1	0.41910871863365173	1534
PTBP1	99	211	rpe1	RPE1	1	0.41910871863365173	1534
WDR43	85	55	rpe1	RPE1	1	0.41910871863365173	1534
MBD3	424	325	rpe1	RPE1	1	0.41910871863365173	1534
UQCRFS1	602	405	rpe1	RPE1	1	0.41910871863365173	1534
RINT1	198	25	rpe1	RPE1	1	0.41910871863365173	1534
NDC1	542	128	rpe1	RPE1	1	0.41910871863365173	1534
NRDE2	153	13	rpe1	RPE1	1	0.41910871863365173	1534
SRP9	276	205	rpe1	RPE1	1	0.41910871863365173	1534
SMARCC1	185	595	rpe1	RPE1	1	0.41910871863365173	1534
DARS	17	16	rpe1	RPE1	1	0.41910871863365173	1534
BUB1	700	520	rpe1	RPE1	1	0.41910871863365173	1534
USP9X	528	472	rpe1	RPE1	1	0.41910871863365173	1534
PUM1	217	109	rpe1	RPE1	1	0.41910871863365173	1534
ALG1	192	125	rpe1	RPE1	1	0.41910871863365173	1534
TSPYL5	112	21	rpe1	RPE1	1	0.41910871863365173	1534
SRPRB	177	145	rpe1	RPE1	1	0.41910871863365173	1534
DCTN2	186	15	rpe1	RPE1	1	0.41910871863365173	1534
RBBP6	79	69	rpe1	RPE1	1	0.41910871863365173	1534
UBE3C	369	226	rpe1	RPE1	1	0.41910871863365173	1534
MBIP	25	200	rpe1	RPE1	1	0.41910871863365173	1534
E4F1	26	23	rpe1	RPE1	1	0.41910871863365173	1534
TCOF1	1265	1333	rpe1	RPE1	1	0.41910871863365173	1534
HPS5	96	89	rpe1	RPE1	1	0.41910871863365173	1534
KAT7	384	278	rpe1	RPE1	1	0.41910871863365173	1534
URI1	14	14	rpe1	RPE1	1	0.41910871863365173	1534
PRIM2	147	9	rpe1	RPE1	1	0.41910871863365173	1534
NFRKB	858	209	rpe1	RPE1	1	0.41910871863365173	1534
KCMF1	821	545	rpe1	RPE1	1	0.41910871863365173	1534
WDR61	33	3	rpe1	RPE1	1	0.41910871863365173	1534
CDC42	1272	1315	rpe1	RPE1	1	0.41910871863365173	1534
RPL36A	201	98	rpe1	RPE1	1	0.41910871863365173	1534
SLC39A9	613	324	rpe1	RPE1	1	0.41910871863365173	1534
WDFY3	414	91	rpe1	RPE1	1	0.41910871863365173	1534
CWF19L2	1096	985	rpe1	RPE1	1	0.41910871863365173	1534
RPL10A	9	8	rpe1	RPE1	1	0.41910871863365173	1534
ARMC7	66	36	rpe1	RPE1	1	0.41910871863365173	1534
PSMD12	9	8	rpe1	RPE1	1	0.41910871863365173	1534
RPAP3	38	52	rpe1	RPE1	1	0.41910871863365173	1534
ORC5	34	656	rpe1	RPE1	1	0.41910871863365173	1534
TRAPPC11	563	204	rpe1	RPE1	1	0.41910871863365173	1534
CCNQ	208	137	rpe1	RPE1	1	0.41910871863365173	1534
TAF8	2	3	rpe1	RPE1	1	0.41910871863365173	1534
SNRNP35	139	23	rpe1	RPE1	1	0.41910871863365173	1534
PAM16	20	3	rpe1	RPE1	1	0.41910871863365173	1534
CPNE1	1120	804	rpe1	RPE1	1	0.41910871863365173	1534
TUBGCP3	181	67	rpe1	RPE1	1	0.41910871863365173	1534
FUNDC2	10	22	rpe1	RPE1	1	0.41910871863365173	1534
SEC63	249	68	rpe1	RPE1	1	0.41910871863365173	1534
NCBP2	257	143	rpe1	RPE1	1	0.41910871863365173	1534
VCP	5	19	rpe1	RPE1	1	0.41910871863365173	1534
CHAF1B	28	3	rpe1	RPE1	1	0.41910871863365173	1534
PFDN2	16	9	rpe1	RPE1	1	0.41910871863365173	1534
POLR3F	159	30	rpe1	RPE1	1	0.41910871863365173	1534
BORA	83	105	rpe1	RPE1	1	0.41910871863365173	1534
TIMM13	22	97	rpe1	RPE1	1	0.41910871863365173	1534
CHAF1A	9	8	rpe1	RPE1	1	0.41910871863365173	1534
COPS8	143	36	rpe1	RPE1	1	0.41910871863365173	1534
INTS6	624	248	rpe1	RPE1	1	0.41910871863365173	1534
TTF2	35	4	rpe1	RPE1	1	0.41910871863365173	1534
NOMO1	752	475	rpe1	RPE1	1	0.41910871863365173	1534
UTP20	41	19	rpe1	RPE1	1	0.41910871863365173	1534
DYNLL1	17	30	rpe1	RPE1	1	0.41910871863365173	1534
SERPINB1	305	112	rpe1	RPE1	1	0.41910871863365173	1534
SETDB1	931	1194	rpe1	RPE1	1	0.41910871863365173	1534
TOMM22	2	13	rpe1	RPE1	1	0.41910871863365173	1534
BCAS2	8	5	rpe1	RPE1	1	0.41910871863365173	1534
SMC6	262	214	rpe1	RPE1	1	0.41910871863365173	1534
RPL4	19	20	rpe1	RPE1	1	0.41910871863365173	1534
THOC5	587	325	rpe1	RPE1	1	0.41910871863365173	1534
TOP1	624	566	rpe1	RPE1	1	0.41910871863365173	1534
NOP14	11	12	rpe1	RPE1	1	0.41910871863365173	1534
WDR1	321	277	rpe1	RPE1	1	0.41910871863365173	1534
EXOSC3	188	5	rpe1	RPE1	1	0.41910871863365173	1534
RPL13A	41	28	rpe1	RPE1	1	0.41910871863365173	1534
CCT2	891	29	rpe1	RPE1	1	0.41910871863365173	1534
NELFA	1002	260	rpe1	RPE1	1	0.41910871863365173	1534
PLK1	653	702	rpe1	RPE1	1	0.41910871863365173	1534
RPS27	1317	1249	rpe1	RPE1	1	0.41910871863365173	1534
UBL5	15	10	rpe1	RPE1	1	0.41910871863365173	1534
MRPS33	687	572	rpe1	RPE1	1	0.41910871863365173	1534
THOC1	57	77	rpe1	RPE1	1	0.41910871863365173	1534
UTP23	8	11	rpe1	RPE1	1	0.41910871863365173	1534
CDK12	226	350	rpe1	RPE1	1	0.41910871863365173	1534
SHOC2	1090	771	rpe1	RPE1	1	0.41910871863365173	1534
ESYT2	131	108	rpe1	RPE1	1	0.41910871863365173	1534
DUT	121	891	rpe1	RPE1	1	0.41910871863365173	1534
PPIH	424	350	rpe1	RPE1	1	0.41910871863365173	1534
TBCB	8	5	rpe1	RPE1	1	0.41910871863365173	1534
PTPN23	68	230	rpe1	RPE1	1	0.41910871863365173	1534
HMX3	347	333	rpe1	RPE1	1	0.41910871863365173	1534
TUBGCP6	964	398	rpe1	RPE1	1	0.41910871863365173	1534
EIF2S2	29	24	rpe1	RPE1	1	0.41910871863365173	1534
SH3KBP1	640	32	rpe1	RPE1	1	0.41910871863365173	1534
TRAIP	43	60	rpe1	RPE1	1	0.41910871863365173	1534
MCM4	726	1118	rpe1	RPE1	1	0.41910871863365173	1534
CCNL1	254	223	rpe1	RPE1	1	0.41910871863365173	1534
ALG13	640	495	rpe1	RPE1	1	0.41910871863365173	1534
RPL27A	5	4	rpe1	RPE1	1	0.41910871863365173	1534
INTS4	21	9	rpe1	RPE1	1	0.41910871863365173	1534
SLC35B1	106	91	rpe1	RPE1	1	0.41910871863365173	1534
ERH	80	67	rpe1	RPE1	1	0.41910871863365173	1534
HNRNPC	549	897	rpe1	RPE1	1	0.41910871863365173	1534
CDIPT	925	685	rpe1	RPE1	1	0.41910871863365173	1534
CNOT10	1130	833	rpe1	RPE1	1	0.41910871863365173	1534
LDB1	381	181	rpe1	RPE1	1	0.41910871863365173	1534
ZNRD1	107	47	rpe1	RPE1	1	0.41910871863365173	1534
OGT	16	15	rpe1	RPE1	1	0.41910871863365173	1534
NCAPH2	194	81	rpe1	RPE1	1	0.41910871863365173	1534
COX15	156	238	rpe1	RPE1	1	0.41910871863365173	1534
AURKA	578	636	rpe1	RPE1	1	0.41910871863365173	1534
MAU2	787	6	rpe1	RPE1	1	0.41910871863365173	1534
SUPT16H	2	2	rpe1	RPE1	1	0.41910871863365173	1534
PPP4C	702	701	rpe1	RPE1	1	0.41910871863365173	1534
PPP1R15B	87	280	rpe1	RPE1	1	0.41910871863365173	1534
SDE2	89	105	rpe1	RPE1	1	0.41910871863365173	1534
AGBL5	281	279	rpe1	RPE1	1	0.41910871863365173	1534
RPS3A	19	13	rpe1	RPE1	1	0.41910871863365173	1534
RPS3	11	12	rpe1	RPE1	1	0.41910871863365173	1534
CDC45	324	107	rpe1	RPE1	1	0.41910871863365173	1534
CDC26	532	628	rpe1	RPE1	1	0.41910871863365173	1534
NUP62	139	8	rpe1	RPE1	1	0.41910871863365173	1534
KAT8	655	15	rpe1	RPE1	1	0.41910871863365173	1534
COPS4	17	1	rpe1	RPE1	1	0.41910871863365173	1534
MED11	8	3	rpe1	RPE1	1	0.41910871863365173	1534
FKBP9	547	401	rpe1	RPE1	1	0.41910871863365173	1534
SAMM50	4	29	rpe1	RPE1	1	0.41910871863365173	1534
CTR9	1091	81	rpe1	RPE1	1	0.41910871863365173	1534
SLBP	314	36	rpe1	RPE1	1	0.41910871863365173	1534
SF3B2	7	7	rpe1	RPE1	1	0.41910871863365173	1534
POLE	30	14	rpe1	RPE1	1	0.41910871863365173	1534
RPP30	14	5	jurkat	Jurkat	1	0.4896809160709381	2372
NDUFAB1	1587	988	jurkat	Jurkat	1	0.4896809160709381	2372
ELP3	990	10	jurkat	Jurkat	1	0.4896809160709381	2372
SRA1	907	159	jurkat	Jurkat	1	0.4896809160709381	2372
SPCS2	1117	23	jurkat	Jurkat	1	0.4896809160709381	2372
RRP7A	69	14	jurkat	Jurkat	1	0.4896809160709381	2372
POLR2I	1	7	jurkat	Jurkat	1	0.4896809160709381	2372
METTL3	2	3	jurkat	Jurkat	1	0.4896809160709381	2372
CSH2	1751	1112	jurkat	Jurkat	1	0.4896809160709381	2372
CNOT2	4	5	jurkat	Jurkat	1	0.4896809160709381	2372
KIAA1143	1084	388	jurkat	Jurkat	1	0.4896809160709381	2372
